Escondido	Mante	Pachon	10785	7257.88	5906.06	23798	7421.14	37426.7	25140.4	12265.1	33902.8
Escondido	Mante	Rascon	13029.6	6028.4	3970.98	10104.1	7441.9	41047	12158.4	16468.7	34049.6
Escondido	Mante	Subter	7443.59	8486.78	9921.08	21992.3	7407.65	32794.6	20532.5	4904.87	33849
Escondido	Mante	Tinaja	12262.5	6474.62	4659.12	21427.2	7440.81	39730.1	23246.9	15018.8	33945.6
Escondido	Pachon	Rascon	7739.13	4280.39	6484.09	10041.1	23712.7	40763.7	7817.31	24963.4	37297.4
Escondido	Pachon	Subter	6524.09	11077.7	6062.08	21845	23588.3	32596.9	26831.9	24042.4	37148.3
Escondido	Pachon	Tinaja	6011.75	3764.41	14111.2	21287	23663.8	39489.1	10940.9	15547.8	37243.9
Escondido	Rascon	Subter	5215.82	13205.8	4378.82	21935.9	10018.1	32691.9	30733.4	10857.4	40688.1
Escondido	Rascon	Tinaja	4229.47	5427.59	7072.97	21362	10056.7	39605.2	19712	7195.85	40804.2
Escondido	Subter	Tinaja	12473.5	5662.26	5012.16	21257.4	21878.4	39405.1	21906.4	29316.1	32595.3
Mante	Pachon	Rascon	8099.02	3836.95	8185.19	12430.5	25947.4	16900.9	8078.23	25857.8	12635.9
Mante	Pachon	Subter	5814.88	13325.5	6715.01	21024.7	25718.6	4999.26	27657.4	24811.4	12507.7
Mante	Pachon	Tinaja	6511.76	3727.89	16274.1	23949.8	25904.1	15439.1	11385.6	16139.6	12652.3
Mante	Rascon	Subter	4149.91	15954.1	5383.49	21168.8	12429.5	5039.97	31742.9	11188.5	16835.1
Mante	Rascon	Tinaja	3925.64	5400.27	8933.86	24090	12499.7	15487.5	20557.3	7486.42	16955.1
Mante	Subter	Tinaja	15046.4	4747.49	5916.42	23817.8	21090.8	15310	22640.2	30231.8	5004.19
Pachon	Rascon	Subter	7270.94	8084.42	4179.3	27540.2	7976.9	24726.9	31431.1	11075.8	25551.4
Pachon	Rascon	Tinaja	3412.69	13023.7	4054.58	11323.1	8027.06	16081.6	20298.3	7387.93	25695.9
Pachon	Subter	Tinaja	6439.49	15172.7	3947.16	11221.5	27515.2	15934.5	22454.1	30003.5	24664.3
Rascon	Subter	Tinaja	4185.47	7923.63	5592.76	20234.6	31539.2	7349.6	22561.3	30129.8	11095.8
